X1,X3,X7,X8,X9,X10,X11,X15,X17,X18,X19,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X44,X45,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X71,X72,X73,X75,X76,X78,X80,X82,X84,X85,X87,X88,X90,X91,Region,disciplines_recoded_wos
164,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Not applicable,Agree,Not applicable,Somewhat important,Somewhat important,Very important,Very important,Very unimportant,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Not applicable,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Very important,Neither important nor unimportant,Somewhat important,Neither agree nor disagree,Agree,Neither important nor unimportant,Somewhat important,Very important,Very important,Neither important nor unimportant,Very important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Not applicable,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Very important,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Neither agree nor disagree,Completely agree,10,10,Does not apply,7,0,5,0,Unimportant,Neither important nor unimportant,Important,Male,Professor,1997,Both research and teaching intensive,Economics,NA,East Asia & Pacific,Social Sciences
165,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,No,Completely agree,Completely agree,Very important,Somewhat unimportant,Somewhat important,Somewhat important,Very unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Very important,Very important,Very unimportant,Somewhat important,Somewhat unimportant,Somewhat important,Very unimportant,Very important,Somewhat important,Neither important nor unimportant,Somewhat important,I don't know,I don't know,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Very important,Very unimportant,Very unimportant,Somewhat unimportant,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither agree nor disagree,Neither agree nor disagree,12,12,Often,0,NA,15,0,Neither important nor unimportant,Very unimportant,Important,Male,Senior Lecturer / Associate Professor  / Senior Researcher,2011,Research intensive,Astronomy,NA,Europe & Central Asia,Physical Sciences
170,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Yes,Completely agree,Completely agree,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Somewhat unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Completely agree,Completely agree,Neither important nor unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very unimportant,Somewhat important,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Agree,Agree,6,6,Neither often nor rarely,3,3,50,0,Important,Important,Neither important nor unimportant,Male,Lecturer / Assistant Professor / Research Fellow,2007,Both research and teaching intensive,Computer Science,NA,Europe & Central Asia,Technology
171,8,Yes,Yes,Yes,Yes,Yes,No,I don't know,NA,No,Completely agree,Completely agree,Neither important nor unimportant,Neither important nor unimportant,Very important,Somewhat important,Somewhat unimportant,Neither important nor unimportant,Somewhat unimportant,Somewhat important,Somewhat important,Somewhat unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Very important,Neither important nor unimportant,Somewhat important,Neither agree nor disagree,Agree,Somewhat unimportant,Neither important nor unimportant,Very important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat unimportant,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Agree,Completely agree,13,13,Neither often nor rarely,3,0,5,0,Neither important nor unimportant,Neither important nor unimportant,Important,Male,Professor,1982,Both research and teaching intensive,Economics,NA,Europe & Central Asia,Social Sciences
172,8,Yes,Yes,Yes,Yes,Yes,No,I don't know,NA,Yes,Agree,Neither agree nor disagree,Somewhat important,Somewhat unimportant,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat unimportant,Neither important nor unimportant,Somewhat unimportant,Somewhat unimportant,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Agree,Neither agree nor disagree,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Neither important nor unimportant,Somewhat important,Somewhat unimportant,Somewhat unimportant,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Very important,Very important,Somewhat important,Very important,Completely disagree,Completely agree,5,5,Rarely,3,1,25,0,Important,Very unimportant,Important,Male,Lecturer / Assistant Professor / Research Fellow,2003,Both research and teaching intensive,Linguistics,NA,Europe & Central Asia,Social Sciences
173,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,I don't know,Agree,Agree,Very important,Very important,Very important,Very important,Very important,Very important,Not applicable,I don't know,Very important,Neither important nor unimportant,Not applicable,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,I don't know,Neither agree nor disagree,Very important,Very important,Very important,Very important,Very important,Very important,I don't know,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Neither agree nor disagree,Agree,6,4,Does not apply,3,0,4,4,Important,Very important,I don't know,Female,Senior Lecturer / Associate Professor  / Senior Researcher,1996,Both research and teaching intensive,Materials Science,NA,Europe & Central Asia,Technology
176,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,No,Agree,Agree,Very important,Neither important nor unimportant,Somewhat important,Very important,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat important,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Very important,Somewhat important,Neither important nor unimportant,I don't know,Agree,Neither important nor unimportant,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Neither important nor unimportant,Somewhat unimportant,Somewhat unimportant,Neither important nor unimportant,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Neither agree nor disagree,Agree,9,5,Rarely,2,2,6,3,Neither important nor unimportant,Unimportant,Neither important nor unimportant,Male,Senior Lecturer / Associate Professor  / Senior Researcher,2008,Research intensive,Environmental Science,NA,Europe & Central Asia,Life Sciences & Biomedicine
179,8,NA,NA,NA,NA,Yes,No,Yes,NA,Yes,Agree,Agree,Somewhat important,Somewhat important,Somewhat important,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Very unimportant,Somewhat important,Somewhat important,Very unimportant,Somewhat important,Neither important nor unimportant,Somewhat unimportant,Neither important nor unimportant,Somewhat unimportant,Very important,Very important,Neither important nor unimportant,Very important,Completely agree,I don't know,Very important,Somewhat important,Somewhat important,Somewhat important,Very unimportant,Very unimportant,Not applicable,Somewhat important,Somewhat important,Not applicable,Somewhat important,Somewhat unimportant,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very unimportant,Very important,Completely disagree,Completely agree,26,10,Often,10,5,70,10,Important,Very important,Important,Male,Senior Lecturer / Associate Professor  / Senior Researcher,2011,Teaching intensive,Other,Sport,Europe & Central Asia,Life Sciences & Biomedicine
183,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,I don't know,Disagree,Disagree,Somewhat important,Very important,Somewhat important,Very important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Very important,Somewhat important,I don't know,I don't know,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Very important,Neither important nor unimportant,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Neither agree nor disagree,Neither agree nor disagree,8,4,Often,0,NA,20,5,Important,Neither important nor unimportant,Important,Prefer not to say,Professor,2001,Both research and teaching intensive,Economics,NA,Europe & Central Asia,Social Sciences
185,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Yes,Completely agree,Agree,Somewhat important,Very important,Very important,Very important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Disagree,Agree,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Disagree,Completely agree,8,8,Very often,2,2,15,0,Important,Unimportant,Very important,Female,Senior Lecturer / Associate Professor  / Senior Researcher,2002,Both research and teaching intensive,Public Health,NA,Europe & Central Asia,Life Sciences & Biomedicine
186,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Yes,Neither agree nor disagree,Agree,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Very important,Neither important nor unimportant,Somewhat important,Completely agree,Agree,Somewhat important,Somewhat important,Very important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Neither agree nor disagree,Neither agree nor disagree,10,6,Rarely,1,1,10,1,Neither important nor unimportant,Important,Important,Male,Senior Lecturer / Associate Professor  / Senior Researcher,2000,Both research and teaching intensive,Engineering,NA,Europe & Central Asia,Technology
190,8,Yes,Yes,Yes,Yes,Yes,No,No,NA,Not applicable,Completely agree,Completely agree,Somewhat unimportant,Somewhat unimportant,Very unimportant,Somewhat unimportant,Somewhat unimportant,Neither important nor unimportant,Somewhat unimportant,Neither important nor unimportant,Very unimportant,Somewhat unimportant,Neither important nor unimportant,Somewhat unimportant,Somewhat unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Agree,Agree,Somewhat unimportant,Somewhat unimportant,Very unimportant,Somewhat unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Somewhat unimportant,Somewhat unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Agree,Agree,27,15,Does not apply,50,40,150,50,Important,Very important,Very important,Female,Professor,1980,Research intensive,Biology,NA,Europe & Central Asia,Life Sciences & Biomedicine
191,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Not applicable,Not applicable,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Not applicable,Not applicable,Somewhat important,Not applicable,Not applicable,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Agree,Agree,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Very important,Neither important nor unimportant,Neither important nor unimportant,Very important,Agree,Agree,5,5,Very rarely,0,NA,3,0,Unimportant,Not applicable,Unimportant,Male,Lecturer / Assistant Professor / Research Fellow,2011,Both research and teaching intensive,Physics,NA,Europe & Central Asia,Physical Sciences
192,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Yes,Agree,Agree,Very important,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Disagree,Disagree,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Completely agree,Completely agree,10,3,Neither often nor rarely,0,NA,8,3,Neither important nor unimportant,Very unimportant,Very unimportant,Male,Professor,2002,Both research and teaching intensive,Physics,NA,Latin America & Caribbean,Physical Sciences
194,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Other,Agree,Completely agree,Very important,Somewhat important,Somewhat important,Somewhat important,Not applicable,Not applicable,I don't know,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,I don't know,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,I don't know,Not applicable,Somewhat unimportant,Somewhat unimportant,Very important,Somewhat important,Very important,I don't know,I don't know,Somewhat important,Somewhat important,Neither important nor unimportant,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Neither important nor unimportant,Somewhat important,Neither agree nor disagree,Agree,6,3,Often,6,4,5,1,Important,Important,Important,Female,Other,2007,Other,Other,Agroforestry,Sub-Saharan Africa,Life Sciences & Biomedicine
195,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Yes,Agree,Neither agree nor disagree,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat unimportant,Neither important nor unimportant,Somewhat unimportant,Somewhat unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Disagree,Disagree,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Neither important nor unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Disagree,Disagree,15,15,Very often,0,NA,0,NA,Very important,Very important,Very important,Male,Senior Lecturer / Associate Professor  / Senior Researcher,1996,Research intensive,Life Sciences,NA,Europe & Central Asia,Life Sciences & Biomedicine
196,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,I don't know,Completely agree,Completely agree,Very important,Very important,Very important,Very important,Very important,Very important,I don't know,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Completely agree,Completely agree,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Neither important nor unimportant,Very important,Agree,Agree,12,8,Often,2,1,6,0,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Female,Professor,2009,Both research and teaching intensive,Environmental Science,NA,Europe & Central Asia,Life Sciences & Biomedicine
197,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,No,Completely agree,Not applicable,Somewhat important,Very important,Very important,Very important,Neither important nor unimportant,Somewhat unimportant,Very unimportant,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Very important,Somewhat unimportant,Somewhat unimportant,Very important,Somewhat important,Very important,Somewhat important,Very important,I don't know,Completely agree,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat unimportant,Neither important nor unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat unimportant,Very important,Disagree,Disagree,11,3,Often,0,NA,12,2,Unimportant,Unimportant,Unimportant,Male,Professor,1990,Both research and teaching intensive,Biology,NA,Europe & Central Asia,Life Sciences & Biomedicine
198,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,No,Not applicable,Not applicable,Very important,Neither important nor unimportant,Somewhat important,Somewhat important,Very unimportant,Very unimportant,Very unimportant,Somewhat unimportant,Very unimportant,Very unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat important,Neither important nor unimportant,Somewhat unimportant,Neither important nor unimportant,Neither agree nor disagree,Agree,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Very unimportant,Very important,Very important,Very important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat unimportant,Somewhat important,Neither agree nor disagree,Agree,6,6,Often,9,6,9,0,Unimportant,Very unimportant,Unimportant,Female,Professor,2004,Research intensive,Psychology,NA,North America,Social Sciences
199,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,No,Neither agree nor disagree,Agree,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Neither important nor unimportant,Not applicable,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,I don't know,Neither agree nor disagree,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Not applicable,Not applicable,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Neither important nor unimportant,Somewhat important,Completely agree,Completely agree,23,15,Neither often nor rarely,2,1,6,1,Important,Not applicable,Important,Female,Senior Lecturer / Associate Professor  / Senior Researcher,19999,Research intensive,Environmental Science,NA,Europe & Central Asia,Life Sciences & Biomedicine
200,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Yes,Agree,Agree,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Very important,Somewhat important,Somewhat important,Neither important nor unimportant,Very important,Very important,Very important,Very important,Disagree,Disagree,Somewhat important,Very important,Very important,Neither important nor unimportant,Very important,Very important,Very important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Agree,Completely agree,15,12,Often,18,11,20,3,Important,Important,Important,Male,Professor,1996,Research intensive,Life Sciences,NA,Europe & Central Asia,Life Sciences & Biomedicine
201,8,Yes,Yes,Yes,Yes,Yes,Yes,I don't know,NA,Not applicable,Completely agree,Completely agree,Somewhat unimportant,Somewhat unimportant,Very unimportant,Very unimportant,Very unimportant,Somewhat unimportant,Somewhat unimportant,Very unimportant,Very unimportant,Very unimportant,Somewhat unimportant,Very unimportant,Very unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Very unimportant,Somewhat unimportant,Very unimportant,I don't know,Completely agree,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat unimportant,Not applicable,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Not applicable,Very important,Somewhat important,Very important,Neither agree nor disagree,Agree,4,4,Neither often nor rarely,10,0,115,0,Very important,Very important,Important,Male,Professor,84,Both research and teaching intensive,Medicine,NA,North America,Life Sciences & Biomedicine
202,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,No,Agree,Completely agree,Very important,Somewhat important,Very important,Somewhat important,Somewhat unimportant,Very unimportant,Very unimportant,Somewhat important,Very unimportant,Somewhat unimportant,Neither important nor unimportant,Somewhat important,Somewhat unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Agree,Neither agree nor disagree,Very important,Somewhat important,Very important,Very important,Neither important nor unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat important,Somewhat unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Agree,Neither agree nor disagree,7,1,Rarely,1,0,6,1,Neither important nor unimportant,Very unimportant,Neither important nor unimportant,Male,Professor,1992,Research intensive,Education,NA,North America,Social Sciences
203,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Agree,Completely agree,Very important,Somewhat important,Very important,Very important,Neither important nor unimportant,Somewhat important,Very important,Neither important nor unimportant,Very important,Somewhat important,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Disagree,Agree,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Very important,Somewhat important,Somewhat unimportant,Neither important nor unimportant,Neither important nor unimportant,Very important,Neither important nor unimportant,Not applicable,Somewhat important,Neither important nor unimportant,Somewhat important,Agree,Agree,9,5,Very rarely,2,1,0,NA,Important,Not applicable,Unimportant,Male,Lecturer / Assistant Professor / Research Fellow,2012,Both research and teaching intensive,Business,NA,East Asia & Pacific,Social Sciences
206,8,Yes,Yes,Yes,Yes,Yes,No,I don't know,NA,Other,Not applicable,Not applicable,Very important,Very important,Very important,Very important,Somewhat important,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Somewhat unimportant,Very unimportant,Very important,Very important,Very important,Very important,Completely disagree,Completely agree,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Very unimportant,Neither important nor unimportant,Somewhat unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Not applicable,Agree,35,20,Often,5,5,2,0,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Male,Senior Lecturer / Associate Professor  / Senior Researcher,1995,Other,Environmental Science,NA,Europe & Central Asia,Life Sciences & Biomedicine
207,8,Yes,Yes,Yes,Yes,Yes,Yes,I don't know,NA,Not applicable,Agree,Not applicable,Somewhat important,Very important,Very important,Very important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Very important,Somewhat important,Very important,I don't know,I don't know,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,I don't know,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Not applicable,I don't know,7,5,Often,0,NA,10,0,Important,Very important,I don't know,Male,Professor,1982,Both research and teaching intensive,Other,Management information systems,Europe & Central Asia,Social Sciences
208,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Yes,Neither agree nor disagree,Neither agree nor disagree,Somewhat important,Somewhat important,Very important,Very important,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Agree,Completely agree,Neither important nor unimportant,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Agree,Completely agree,5,4,Very rarely,2,2,8,0,Important,Neither important nor unimportant,Important,Female,Senior Lecturer / Associate Professor  / Senior Researcher,1980,Both research and teaching intensive,Astronomy,NA,North America,Physical Sciences
209,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Yes,Completely agree,Agree,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Neither agree nor disagree,Neither agree nor disagree,Somewhat important,Somewhat important,Very important,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither agree nor disagree,Completely agree,6,4,Very often,1,1,9,1,Neither important nor unimportant,Very important,Neither important nor unimportant,Male,Lecturer / Assistant Professor / Research Fellow,2005,Teaching intensive,Chemistry,NA,Europe & Central Asia,Physical Sciences
211,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Not applicable,Completely agree,Completely agree,Somewhat important,Somewhat important,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Somewhat unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Neither important nor unimportant,Completely agree,Completely agree,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Very important,Very important,Very important,Neither important nor unimportant,Somewhat important,Agree,Completely agree,11,11,Very rarely,0,NA,10,0,Neither important nor unimportant,Very important,Neither important nor unimportant,Male,Professor,1993,Research intensive,Computer Science,NA,North America,Technology
212,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Yes,Disagree,Agree,Very important,Somewhat unimportant,Very important,Very important,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Very unimportant,Neither important nor unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat important,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Neither important nor unimportant,Very important,Very important,Very important,I don't know,Disagree,Somewhat important,Somewhat unimportant,Very important,Very important,Very important,Somewhat unimportant,Very unimportant,Somewhat unimportant,Somewhat important,Somewhat unimportant,Neither important nor unimportant,Somewhat unimportant,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat unimportant,Somewhat unimportant,Very important,Agree,Completely agree,47,47,Neither often nor rarely,0,NA,20,20,Very unimportant,Neither important nor unimportant,Neither important nor unimportant,Male,Senior Lecturer / Associate Professor  / Senior Researcher,2010,Teaching intensive,Health,NA,Europe & Central Asia,Life Sciences & Biomedicine
214,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Yes,Disagree,Neither agree nor disagree,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Very unimportant,Very unimportant,Very unimportant,Neither important nor unimportant,Very important,I don't know,I don't know,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat unimportant,Somewhat important,Very important,Neither important nor unimportant,Somewhat important,I don't know,I don't know,Somewhat unimportant,Neither important nor unimportant,Very important,Neither important nor unimportant,Somewhat unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Very unimportant,Somewhat important,Somewhat important,Somewhat unimportant,Somewhat unimportant,Somewhat important,Very important,Somewhat important,Very unimportant,Somewhat important,I don't know,Agree,6,7,Very rarely,0,NA,15,0,Unimportant,Very important,I don't know,Male,Lecturer / Assistant Professor / Research Fellow,2004,Teaching intensive,Computer Science,NA,Europe & Central Asia,Technology
